date,TRON_unscaled,TRON_monthly,isPartial,scale,TRON
2021-08-27,68,50.0,,0.5,34.0
2021-08-28,75,50.0,,0.5,37.5
2021-08-29,80,49.0,False,0.49,39.2
2021-08-30,66,49.0,,0.49,32.339999999999996
2021-08-31,68,49.0,,0.49,33.32
2021-09-01,70,49.0,,0.49,34.3
2021-09-02,77,49.0,,0.49,37.73
2021-09-03,67,49.0,,0.49,32.83
2021-09-04,84,49.0,,0.49,41.16
2021-09-05,86,43.0,False,0.43,36.98
2021-09-06,85,43.0,,0.43,36.55
2021-09-07,75,43.0,,0.43,32.25
2021-09-08,74,43.0,,0.43,31.82
2021-09-09,54,43.0,,0.43,23.22
2021-09-10,56,43.0,,0.43,24.08
2021-09-11,69,43.0,,0.43,29.669999999999998
2021-09-12,84,46.0,False,0.46,38.64
2021-09-13,68,46.0,,0.46,31.28
2021-09-14,75,46.0,,0.46,34.5
2021-09-15,65,46.0,,0.46,29.900000000000002
2021-09-16,69,46.0,,0.46,31.740000000000002
2021-09-17,77,46.0,,0.46,35.42
2021-09-18,84,46.0,,0.46,38.64
2021-09-19,100,47.0,False,0.47,47.0
2021-09-20,67,47.0,,0.47,31.49
2021-09-21,78,47.0,,0.47,36.66
2021-09-22,70,47.0,,0.47,32.9
2021-09-23,69,47.0,,0.47,32.43
2021-09-24,60,47.0,,0.47,28.2
2021-09-25,84,47.0,,0.47,39.48
2021-09-26,77,49.0,False,0.49,37.73
2021-09-27,67,49.0,,0.49,32.83
2021-09-28,87,49.0,,0.49,42.63
2021-09-29,71,49.0,,0.49,34.79
2021-09-30,66,49.0,,0.49,32.339999999999996
2021-10-01,76,49.0,,0.49,37.24
2021-10-02,94,49.0,,0.49,46.06
2021-10-03,100,51.0,False,0.51,51.0
2021-10-04,72,51.0,,0.51,36.72
2021-10-05,76,51.0,,0.51,38.76
2021-10-06,64,51.0,,0.51,32.64
2021-10-07,63,51.0,,0.51,32.13
2021-10-08,67,51.0,,0.51,34.17
2021-10-09,95,51.0,,0.51,48.45
2021-10-10,86,47.0,False,0.47,40.419999999999995
2021-10-11,69,47.0,,0.47,32.43
2021-10-12,74,47.0,,0.47,34.78
2021-10-13,60,47.0,,0.47,28.2
2021-10-14,64,47.0,,0.47,30.08
2021-10-15,58,47.0,,0.47,27.259999999999998
2021-10-16,82,47.0,,0.47,38.54
2021-10-17,91,50.0,False,0.5,45.5
2021-10-18,68,50.0,,0.5,34.0
2021-10-19,78,50.0,,0.5,39.0
2021-10-20,65,50.0,,0.5,32.5
2021-10-21,73,50.0,,0.5,36.5
2021-10-22,71,50.0,,0.5,35.5
2021-10-23,89,50.0,,0.5,44.5
2021-10-24,77,49.0,False,0.49,37.73
2021-10-25,66,49.0,,0.49,32.339999999999996
2021-10-26,84,49.0,,0.49,41.16
2021-10-27,63,49.0,,0.49,30.87
2021-10-28,77,49.0,,0.49,37.73
2021-10-29,72,49.0,,0.49,35.28
2021-10-30,80,49.0,,0.49,39.2
2021-10-31,79,51.0,False,0.51,40.29
2021-11-01,70,51.0,,0.51,35.7
2021-11-02,69,51.0,,0.51,35.19
2021-11-03,65,51.0,,0.51,33.15
2021-11-04,76,51.0,,0.51,38.76
2021-11-05,72,51.0,,0.51,36.72
2021-11-06,98,51.0,,0.51,49.980000000000004
2021-11-07,89,55.0,False,0.55,48.95
2021-11-08,75,55.0,,0.55,41.25
2021-11-09,67,55.0,,0.55,36.85
2021-11-10,85,55.0,,0.55,46.75000000000001
2021-11-11,73,55.0,,0.55,40.150000000000006
2021-11-12,76,55.0,,0.55,41.800000000000004
2021-11-13,100,55.0,,0.55,55.00000000000001
2021-11-14,79,52.0,False,0.52,41.08
2021-11-15,83,52.0,,0.52,43.160000000000004
2021-11-16,67,52.0,,0.52,34.84
2021-11-17,80,52.0,,0.52,41.6
2021-11-18,66,52.0,,0.52,34.32
2021-11-19,77,52.0,,0.52,40.04
2021-11-20,79,52.0,,0.52,41.08
2021-11-21,93,51.0,False,0.51,47.43
2021-11-22,59,51.0,,0.51,30.09
2021-11-23,68,51.0,,0.51,34.68
2021-11-24,69,51.0,,0.51,35.19
2021-11-25,87,51.0,,0.51,44.37
2021-11-26,68,51.0,,0.51,34.68
2021-11-27,76,51.0,,0.51,38.76
2021-11-28,67,44.0,False,0.44,29.48
2021-11-29,70,44.0,,0.44,30.8
2021-11-30,58,44.0,,0.44,25.52
2021-12-01,58,44.0,,0.44,25.52
2021-12-02,54,44.0,,0.44,23.76
2021-12-03,62,44.0,,0.44,27.28
2021-12-04,72,44.0,,0.44,31.68
2021-12-05,71,47.0,False,0.47,33.37
2021-12-06,59,47.0,,0.47,27.729999999999997
2021-12-07,55,47.0,,0.47,25.849999999999998
2021-12-08,61,47.0,,0.47,28.669999999999998
2021-12-09,61,47.0,,0.47,28.669999999999998
2021-12-10,61,47.0,,0.47,28.669999999999998
2021-12-11,99,47.0,,0.47,46.529999999999994
2021-12-12,80,45.0,False,0.45,36.0
2021-12-13,66,45.0,,0.45,29.7
2021-12-14,60,45.0,,0.45,27.0
2021-12-15,53,45.0,,0.45,23.85
2021-12-16,63,45.0,,0.45,28.35
2021-12-17,55,45.0,,0.45,24.75
2021-12-18,76,45.0,,0.45,34.2
2021-12-19,85,52.0,False,0.52,44.2
2021-12-20,65,52.0,,0.52,33.800000000000004
2021-12-21,65,52.0,,0.52,33.800000000000004
2021-12-22,70,52.0,,0.52,36.4
2021-12-23,70,52.0,,0.52,36.4
2021-12-24,77,52.0,,0.52,40.04
2021-12-25,85,52.0,,0.52,44.2
2021-12-26,100,57.0,False,0.57,56.99999999999999
2021-12-27,71,57.0,,0.57,40.47
2021-12-28,83,57.0,,0.57,47.309999999999995
2021-12-29,71,57.0,,0.57,40.47
2021-12-30,84,57.0,,0.57,47.879999999999995
2021-12-31,72,57.0,,0.57,41.04
2022-01-01,97,57.0,,0.57,55.28999999999999
2022-01-02,99,51.0,False,0.51,50.49
2022-01-03,89,51.0,,0.51,45.39
2022-01-04,69,51.0,,0.51,35.19
2022-01-05,59,51.0,,0.51,30.09
2022-01-06,58,51.0,,0.51,29.580000000000002
2022-01-07,75,51.0,,0.51,38.25
2022-01-08,96,51.0,,0.51,48.96
2022-01-09,80,51.0,False,0.51,40.8
2022-01-10,60,51.0,,0.51,30.6
2022-01-11,77,51.0,,0.51,39.27
2022-01-12,80,51.0,,0.51,40.8
2022-01-13,72,51.0,,0.51,36.72
2022-01-14,82,51.0,,0.51,41.82
2022-01-15,98,51.0,,0.51,49.980000000000004
2022-01-16,98,50.0,False,0.5,49.0
2022-01-17,83,50.0,,0.5,41.5
2022-01-18,83,50.0,,0.5,41.5
2022-01-19,55,50.0,,0.5,27.5
2022-01-20,73,50.0,,0.5,36.5
2022-01-21,70,50.0,,0.5,35.0
2022-01-22,80,50.0,,0.5,40.0
2022-01-23,82,49.0,False,0.49,40.18
2022-01-24,70,49.0,,0.49,34.3
2022-01-25,71,49.0,,0.49,34.79
2022-01-26,84,49.0,,0.49,41.16
2022-01-27,73,49.0,,0.49,35.769999999999996
2022-01-28,59,49.0,,0.49,28.91
2022-01-29,81,49.0,,0.49,39.69
2022-01-30,100,49.0,False,0.49,49.0
2022-01-31,71,49.0,,0.49,34.79
2022-02-01,81,49.0,,0.49,39.69
2022-02-02,61,49.0,,0.49,29.89
2022-02-03,80,49.0,,0.49,39.2
2022-02-04,77,49.0,,0.49,37.73
2022-02-05,93,49.0,,0.49,45.57
2022-02-06,83,41.0,False,0.41,34.03
2022-02-07,68,41.0,,0.41,27.88
2022-02-08,74,41.0,,0.41,30.34
2022-02-09,69,41.0,,0.41,28.29
2022-02-10,71,41.0,,0.41,29.11
2022-02-11,76,41.0,,0.41,31.159999999999997
2022-02-12,81,41.0,,0.41,33.21
2022-02-13,81,42.0,False,0.42,34.019999999999996
2022-02-14,69,42.0,,0.42,28.98
2022-02-15,65,42.0,,0.42,27.3
2022-02-16,69,42.0,,0.42,28.98
2022-02-17,75,42.0,,0.42,31.5
2022-02-18,83,42.0,,0.42,34.86
2022-02-19,84,42.0,,0.42,35.28
2022-02-20,100,44.0,False,0.44,44.0
2022-02-21,91,44.0,,0.44,40.04
2022-02-22,78,44.0,,0.44,34.32
2022-02-23,75,44.0,,0.44,33.0
2022-02-24,65,44.0,,0.44,28.6
2022-02-25,83,44.0,,0.44,36.52
2022-02-26,72,44.0,,0.44,31.68
2022-02-27,95,44.0,False,0.44,41.8
2022-02-28,73,44.0,,0.44,32.12
2022-03-01,76,44.0,,0.44,33.44
2022-03-02,67,44.0,,0.44,29.48
2022-03-03,60,44.0,,0.44,26.4
2022-03-04,62,44.0,,0.44,27.28
2022-03-05,78,44.0,,0.44,34.32
2022-03-06,90,56.0,False,0.56,50.400000000000006
2022-03-07,72,56.0,,0.56,40.32000000000001
2022-03-08,83,56.0,,0.56,46.480000000000004
2022-03-09,84,56.0,,0.56,47.040000000000006
2022-03-10,91,56.0,,0.56,50.96000000000001
2022-03-11,88,56.0,,0.56,49.28
2022-03-12,100,56.0,,0.56,56.00000000000001
2022-03-13,89,53.0,False,0.53,47.17
2022-03-14,80,53.0,,0.53,42.400000000000006
2022-03-15,73,53.0,,0.53,38.690000000000005
2022-03-16,70,53.0,,0.53,37.1
2022-03-17,80,53.0,,0.53,42.400000000000006
2022-03-18,80,53.0,,0.53,42.400000000000006
2022-03-19,95,53.0,,0.53,50.35
2022-03-20,100,49.0,False,0.49,49.0
2022-03-21,77,49.0,,0.49,37.73
2022-03-22,76,49.0,,0.49,37.24
2022-03-23,65,49.0,,0.49,31.849999999999998
2022-03-24,68,49.0,,0.49,33.32
2022-03-25,83,49.0,,0.49,40.67
2022-03-26,76,49.0,,0.49,37.24
2022-03-27,96,48.0,False,0.48,46.08
2022-03-28,69,48.0,,0.48,33.12
2022-03-29,67,48.0,,0.48,32.16
2022-03-30,66,48.0,,0.48,31.68
2022-03-31,76,48.0,,0.48,36.48
2022-04-01,76,48.0,,0.48,36.48
2022-04-02,75,48.0,,0.48,36.0
2022-04-03,96,50.0,False,0.5,48.0
2022-04-04,81,50.0,,0.5,40.5
2022-04-05,66,50.0,,0.5,33.0
2022-04-06,74,50.0,,0.5,37.0
2022-04-07,75,50.0,,0.5,37.5
2022-04-08,78,50.0,,0.5,39.0
2022-04-09,87,50.0,,0.5,43.5
2022-04-10,97,52.0,False,0.52,50.440000000000005
2022-04-11,77,52.0,,0.52,40.04
2022-04-12,72,52.0,,0.52,37.44
2022-04-13,67,52.0,,0.52,34.84
2022-04-14,62,52.0,,0.52,32.24
2022-04-15,79,52.0,,0.52,41.08
2022-04-16,100,52.0,,0.52,52.0
2022-04-17,100,53.0,False,0.53,53.0
2022-04-18,86,53.0,,0.53,45.580000000000005
2022-04-19,78,53.0,,0.53,41.34
2022-04-20,74,53.0,,0.53,39.22
2022-04-21,81,53.0,,0.53,42.93
2022-04-22,84,53.0,,0.53,44.52
2022-04-23,77,53.0,,0.53,40.81
2022-04-24,98,50.0,False,0.5,49.0
2022-04-25,69,50.0,,0.5,34.5
2022-04-26,72,50.0,,0.5,36.0
2022-04-27,65,50.0,,0.5,32.5
2022-04-28,72,50.0,,0.5,36.0
2022-04-29,76,50.0,,0.5,38.0
2022-04-30,82,50.0,,0.5,41.0
2022-05-01,87,51.0,False,0.51,44.37
2022-05-02,67,51.0,,0.51,34.17
2022-05-03,80,51.0,,0.51,40.8
2022-05-04,64,51.0,,0.51,32.64
2022-05-05,88,51.0,,0.51,44.88
2022-05-06,73,51.0,,0.51,37.230000000000004
2022-05-07,88,51.0,,0.51,44.88
2022-05-08,82,50.0,False,0.5,41.0
2022-05-09,68,50.0,,0.5,34.0
2022-05-10,71,50.0,,0.5,35.5
2022-05-11,76,50.0,,0.5,38.0
2022-05-12,79,50.0,,0.5,39.5
2022-05-13,77,50.0,,0.5,38.5
2022-05-14,88,50.0,,0.5,44.0
2022-05-15,90,50.0,False,0.5,45.0
2022-05-16,63,50.0,,0.5,31.5
2022-05-17,71,50.0,,0.5,35.5
2022-05-18,74,50.0,,0.5,37.0
2022-05-19,78,50.0,,0.5,39.0
2022-05-20,74,50.0,,0.5,37.0
2022-05-21,100,50.0,,0.5,50.0
2022-05-22,98,50.0,False,0.5,49.0
2022-05-23,77,50.0,,0.5,38.5
2022-05-24,74,50.0,,0.5,37.0
2022-05-25,79,50.0,,0.5,39.5
2022-05-26,61,50.0,,0.5,30.5
2022-05-27,70,50.0,,0.5,35.0
2022-05-28,86,50.0,,0.5,43.0
2022-05-29,82,54.0,True,0.54,44.28
2022-05-30,91,54.0,,0.54,49.14
2022-05-31,71,54.0,,0.54,38.34
